word,ann1
byly,0
"železárny,",0
a.12,0
vlasně,0
to.11,0
dyž.2,0
"začalo,",0
tak.5,0
"eee,",0
závodní,0
doktor,0
z.1,1
železáren,0
"všecky,",0
posílal,0
k.2,1
nas*,0
k.3,1
naší.1,0
pojišťovně,0
zdravotní.,0
takže.5,0
to.12,0
bylo,0
"tak,",0
aha.,0
tak.6,0
to.13,0
je.7,0
dobré,0
ne?,0
tož.3,0
ba,0
"jasně,",0
to.14,0
je.8,0
"výborné,",0
takže.6,0
tak.7,0
tak.8,0
tak.9,0
tak.10,0
sem.7,1
si.2,1
říkala,1
jak,0
bude.1,0
o.3,1
víkendu,0
krásně.,0
že.4,0
pojedeme,0
do.4,0
"Luhačovic,",0
na.1,1
to.15,0
otvírání,1
pramenů,0
a.13,0
nic,0
nic.,0
A,0
kdy,0
to.16,0
mělo,0
"byt,",0
to.17,0
to.18,0
bylo.1,0
dnes.,0
no.1,0
ale.7,0
nevim,0
jak.1,0
jim,0
to.19,0
vyšlo.,1
prtože,0
tam.7,0
"bylo,",0
od.3,1
jedné,0
hodiny,0
tam.8,0
byl,0
"jarmak,",0
v.7,0
té,0
nádražní,0
ulici,0
ale.8,0
my,0
sme,0
tam.9,0
nikdy,0
nebyli,0
ani,0
s,0
taťkou,0
tak.11,0
já.11,0
nevím,0
jak.2,0
to.20,0
tam.10,0
"vypadá,",0
ale.9,0
od.4,1
jedné.1,0
hodiny.1,0
jarmak,0
a.14,0
teďka,0
nevím.1,0
jesi,0
eee,0
od.5,1
odpoledne,0
prostě,0
tam.11,0
výstava,0
veteránů,0
aut,0
a.15,0
eee.1,0
kol,1
a.16,0
veteráni,0
cyk*,0
cyklisti,0
tam.12,0
ňákou,0
jízdu,0
na.2,0
tom,0
lázeňském,0
náměstí,0
u.2,0
Jurkovičového,0
domu,0
a.17,0
tak.12,0
sem.8,0
si.3,0
právě,0
tak.13,0
naplánovala,0
že.5,0
pěkně.,0
dyž.3,0
"bude,",0
krásně,0
tak.14,0
si.4,0
dám.,0
dlúhú,0
"sukňu,",0
"klobouk,",0
háčkované,0
"rukavičky,",0
Nikolce,0
"taky,",0
"šatičky,",0
"klobouček,",0
a.18,0
ty.1,0
pro,0
ňu,0
máš,0
jako.3,0
ňáké.1,0
šatičky.2,0
aj.,0
no.2,0
jo?,0
no.3,0
mám..1,0
dyby,0
bylo.2,0
teplo,0
tak.15,0
sem.9,0
měla,0
naplánované,0
eee.2,0
no..2,0
takové.1,0
šaty,0
jako.4,0
co.1,0
by,0
měla.1,0
dlúhé,0
jesi.1,0
by.1,0
jo.1,0
do.5,1
toho.1,0
chtěla,0
"jít,",1
jo.2,0
"pane,",0
jo.3,0
a.19,0
tak.16,0
to.21,0
v.8,1
létě,0
že.6,0
jo.4,0
až.1,0
bude.2,0
třeba.1,0
aj,0
ňáká,0
akce,0
to.22,0
jako.5,0
ani.1,0
nemusí,0
být,0
akce.,0
že.7,0
jo.5,0
když,0
se,0
tak.17,0
oblečete.,0
šak.1,0
nemusí.1,0
to.23,0
možem,0
jít,0
aj.1,0
do.6,0
Veselí.4,0
do.7,0
cukrárny.,0
"no,",0
"no,.1",0
hledět,0
a.20,0
že.8,0
ten,0
klobouček,0
ten.1,0
si.5,0
zkoušela,0
teďka.1,0
dneska.,0
jo.6,0
no.4,0
on,0
je.9,0
"trošku,",0
možná,0
by.2,0
ho,0
chtělo,0
trošku,0
namočit.,0
Jako,0
a.21,0
eee.3,0
natahnút,0
na.3,0
neco.1,0
vlhký.,0
aby,0
uschl,0
roztahlý.,0
mně.1,0
se.1,1
zdá,1
že.9,0
by.3,0
mohl,0
být.1,0
trošk*,0
jako.6,0
"volnější,",0
že.10,0
že.11,0
je.10,0
jí.3,0
trochu,0
malý,0
"jako,.1",0
ale.10,0
to.24,0
by.4,0
se.2,0
dalo,0
roztahnút,0
vlhké,0
dyby.1,0
to.25,0
bylo.,0
