word,ann3,ann2,ann1
všeobecně,0.0,0.0,0.0
známý,0.0,0.0,0.0
poměr,0.0,0.0,0.0
sloužil,1.0,1.0,0.0
k,1.0,1.0,1.0
rychlému,1.0,1.0,1.0
přepočtu,0.0,0.0,0.0
cen,0.0,0.0,0.0
jednotlivých,0.0,0.0,0.0
druhů,0.0,0.0,0.0
zboží,0.0,0.0,0.0
v,1.0,1.0,1.0
libovolné,0.0,0.0,0.0
podobě,0.0,1.0,1.0
oběživa.,0.0,0.0,0.0
Zdá,1.0,1.0,1.0
"se,",1.0,1.0,1.0
že,0.0,0.0,0.0
Čechové,0.0,0.0,0.0
desátého,0.0,0.0,0.0
století,0.0,0.0,0.0
užívali,0.0,0.0,0.0
oněch,0.0,0.0,0.0
šátečků,1.0,1.0,1.0
co,0.0,0.0,0.0
"„drobných“,",1.0,0.0,1.0
neboť,0.0,0.0,0.0
stříbrná,0.0,0.0,0.0
mince,0.0,0.0,0.0
měla,0.0,0.0,0.0
podle,1.0,1.0,1.0
Ibráhímových,0.0,0.0,0.0
údajů,0.0,0.0,0.0
hodnotu,0.0,0.0,0.0
poměrně,0.0,0.0,0.0
vysokou.,1.0,0.0,1.0
Právě,1.0,1.0,1.0
tento,0.0,0.0,0.0
údaj,0.0,0.0,0.0
způsobuje,1.0,1.0,1.0
však,0.0,0.0,0.0
badatelům,0.0,0.0,0.0
jisté,1.0,1.0,1.0
"rozpaky,",0.0,0.0,0.0
neboť,0.0,0.0,0.0
si,0.0,0.0,0.0
"povšimli,",0.0,0.0,0.0
že,0.0,0.0,0.0
kdyby,0.0,0.0,0.0
Ibráhímem,0.0,0.0,0.0
uváděné,1.0,1.0,1.0
ceny,0.0,0.0,0.0
opravdu,0.0,0.0,0.0
"platily,",1.0,0.0,1.0
bylo,0.0,0.0,0.0
by,0.0,0.0,0.0
v,0.0,0.0,0.0
Čechách,0.0,0.0,0.0
desátého,0.0,0.0,0.0
století,0.0,0.0,0.0
obilí,0.0,0.0,0.0
levnější,0.0,0.0,0.0
než,0.0,0.0,0.0
v,0.0,0.0,0.0
Egyptě!,0.0,0.0,0.0
Kromě,0.0,0.0,0.0
těchto,0.0,0.0,0.0
různých,0.0,0.0,0.0
podob,0.0,1.0,1.0
oběživa,0.0,0.0,0.0
se,0.0,0.0,0.0
u,1.0,1.0,1.0
nás,0.0,0.0,0.0
ovšem,0.0,0.0,0.0
nakupovalo,0.0,0.0,0.0
i,0.0,0.0,0.0
za,1.0,1.0,1.0
stříbrnou,0.0,0.0,0.0
minci,0.0,0.0,0.0
"západní,",0.0,0.0,0.0
karlovské,0.0,0.0,0.0
váhové,0.0,0.0,0.0
soustavy.,0.0,0.0,0.0
První,0.0,0.0,0.0
takové,0.0,0.0,0.0
peníze,0.0,0.0,0.0
zarazil,1.0,1.0,1.0
snad,0.0,0.0,0.0
již,0.0,0.0,0.0
otec,0.0,0.0,0.0
našeho,0.0,0.0,0.0
"hrdiny,",1.0,1.0,0.0
"Boleslav I.,",0.0,0.0,0.0
a,0.0,0.0,0.0
do,1.0,1.0,1.0
konce,1.0,0.0,0.0
10.0,0.0,0.0,0.0
století,0.0,0.0,0.0
v,1.0,1.0,1.0
rukou,1.0,1.0,1.0
našich,0.0,0.0,0.0
obchodníků,0.0,0.0,0.0
a,0.0,0.0,0.0
mohovitých,0.0,0.0,0.0
členů,0.0,0.0,0.0
společnosti,0.0,0.0,0.0
zcela,0.0,0.0,0.0
zdomácněly.,0.0,0.0,0.0
Nejstarší,0.0,0.0,0.0
české,0.0,0.0,0.0
mince,0.0,0.0,0.0
napodobovaly,1.0,1.0,1.0
ražby,0.0,0.0,0.0
bavorského,0.0,0.0,0.0
města,0.0,0.0,0.0
"Řezna,",0.0,0.0,0.0
brzy,0.0,0.0,0.0
se,1.0,1.0,1.0
však,0.0,0.0,0.0
čeští,0.0,0.0,0.0
mincmistři,0.0,0.0,0.0
orientovali,1.0,1.0,1.0
na,1.0,1.0,1.0
širší,1.0,1.0,1.0
mezinárodní,0.0,0.0,0.0
trh,1.0,1.0,1.0
a,0.0,0.0,0.0
počali,0.0,0.0,0.0
razit,0.0,0.0,0.0
minci,0.0,0.0,0.0
napodobující,1.0,1.0,1.0
anglosaské,0.0,0.0,0.0
denáry,0.0,0.0,0.0
krále,0.0,0.0,0.0
"Ethelreda II., ",0.0,0.0,0.0
známého,0.0,0.0,0.0
pod,1.0,1.0,1.0
jménem,0.0,0.0,0.0
Ethelred,0.0,0.0,0.0
Zlé,0.0,0.0,0.0
rady,0.0,0.0,0.0
(Ethelred,0.0,0.0,0.0
the,0.0,0.0,0.0
"Unready,",0.0,0.0,0.0
slovní,0.0,0.0,0.0
hříčka,1.0,0.0,1.0
se,0.0,0.0,0.0
jménem,0.0,0.0,0.0
anglosaského,0.0,0.0,0.0
Adalráda,0.0,0.0,0.0
"Unráda,",0.0,0.0,0.0
"978–1016),",0.0,0.0,0.0
tehdy,0.0,0.0,0.0
oblíbené,0.0,0.0,0.0
platidlo,0.0,0.0,0.0
na,1.0,1.0,1.0
trzích,1.0,1.0,1.0
po,0.0,0.0,0.0
obou,0.0,0.0,0.0
březích,0.0,0.0,0.0
Baltského,0.0,0.0,0.0
"moře,",0.0,0.0,0.0
kam,0.0,0.0,0.0
tehdejší,0.0,0.0,0.0
český,0.0,0.0,0.0
obchod,0.0,0.0,0.0
především,0.0,0.0,0.0
směřoval.,1.0,0.0,1.0
Kdybychom,0.0,0.0,0.0
měli,0.0,0.0,0.0
popsat,1.0,1.0,1.0
orientaci,1.0,1.0,1.0
českého,0.0,0.0,0.0
dálkového,0.0,0.0,0.0
obchodu,0.0,0.0,0.0
na,1.0,1.0,1.0
tehdejší,0.0,0.0,0.0
světové,0.0,0.0,0.0
"trhy,",1.0,1.0,1.0
připodobnili,0.0,0.0,0.0
bychom,0.0,0.0,0.0
ji,0.0,0.0,0.0
nejspíše,0.0,0.0,0.0
k,1.0,1.0,1.0
větrné,0.0,0.0,0.0
růžici,0.0,0.0,0.0
směřující,0.0,0.0,0.0
do,1.0,1.0,1.0
čtyř,0.0,0.0,0.0
světových,0.0,0.0,0.0
"stran,",1.0,0.0,0.0
ale,0.0,0.0,0.0
otočené,0.0,0.0,0.0
o,0.0,0.0,0.0
45°.,0.0,0.0,0.0
Bylo,0.0,0.0,0.0
to,0.0,0.0,0.0
způsobeno,0.0,0.0,0.0
"tím,",0.0,0.0,0.0
že,0.0,0.0,0.0
hlavní,0.0,0.0,0.0
obchodní,0.0,0.0,0.0
tepny,1.0,1.0,1.0
se,0.0,0.0,1.0
tehdy,0.0,0.0,0.0
kryly,0.0,0.0,1.0
se,0.0,0.0,0.0
směry,0.0,0.0,0.0
velkých,0.0,0.0,0.0
"řek,",0.0,0.0,0.0
které,0.0,0.0,0.0
z,0.0,0.0,0.0
Čech,0.0,0.0,0.0
vytékaly,0.0,0.0,0.0
nebo,0.0,0.0,0.0
proudily,0.0,0.0,0.0
v,0.0,0.0,0.0
jejich,0.0,0.0,0.0
těsné,1.0,1.0,1.0
blízkosti.,0.0,0.0,0.0
Na,1.0,1.0,1.0
severozápad,0.0,0.0,0.0
tak,0.0,0.0,0.0
obchodníci,0.0,0.0,0.0
z,1.0,1.0,1.0
Čech,0.0,0.0,0.0
cestovali,0.0,0.0,0.0
po,0.0,0.0,0.0
Labi,0.0,0.0,0.0
a,0.0,0.0,0.0
na,1.0,1.0,1.0
severovýchod,0.0,0.0,0.0
po,0.0,0.0,0.0
Odře,0.0,0.0,0.0
a,0.0,0.0,0.0
Visle,0.0,0.0,0.0
až,0.0,0.0,0.0
k,0.0,0.0,0.0
pobřeží,0.0,0.0,0.0
Baltského,0.0,0.0,0.0
moře.,0.0,0.0,0.0
Na,1.0,1.0,1.0
jihozápad,0.0,0.0,0.0
zajížděli,0.0,0.0,0.0
proti,0.0,0.0,0.0
toku,0.0,0.0,0.0
horního,0.0,0.0,0.0
Dunaje,0.0,0.0,0.0
až,0.0,0.0,0.0
do,0.0,0.0,0.0
Würzburku,0.0,0.0,0.0
a,0.0,0.0,0.0
Mohuče,0.0,0.0,0.0
a,0.0,0.0,0.0
na,1.0,1.0,1.0
jihovýchod,0.0,0.0,0.0
se,0.0,0.0,0.0
naopak,0.0,0.0,0.0
vypravovali,0.0,0.0,0.0
po,0.0,0.0,0.0
proudu,0.0,0.0,0.0
Dunaje,0.0,0.0,0.0
až,0.0,0.0,0.0
k,0.0,0.0,0.0
Černému,0.0,0.0,0.0
moři.,0.0,0.0,0.0
České,0.0,0.0,0.0
"výrobky,",0.0,0.0,0.0
především,0.0,0.0,0.0
už,0.0,0.0,0.0
uvedené,1.0,1.0,1.0
suroviny,0.0,0.0,0.0
a,0.0,0.0,0.0
polotovary,0.0,0.0,0.0
"(vosk,",0.0,0.0,0.0
"stříbro,",0.0,0.0,0.0
snad,0.0,0.0,0.0
i,0.0,0.0,0.0
živý,0.0,0.0,0.0
dobytek),0.0,0.0,0.0
směřovaly,0.0,0.0,0.0
do,0.0,0.0,0.0
všech,0.0,0.0,0.0
těchto,0.0,0.0,0.0
končin,0.0,0.0,0.0
"světa,",0.0,0.0,0.0
kam,0.0,0.0,0.0
se,0.0,0.0,0.0
také,0.0,0.0,0.0
dopravovali,0.0,0.0,0.0
už,0.0,0.0,0.0
uvedení,1.0,1.0,1.0
otroci,0.0,0.0,0.0
a,0.0,0.0,0.0
otrokyně.,0.0,0.0,0.0
Většina,0.0,0.0,0.0
českého,0.0,0.0,0.0
raženého,0.0,0.0,0.0
stříbra,0.0,0.0,0.0
desátého,0.0,0.0,0.0
století,0.0,0.0,0.0
směřovala,0.0,0.0,0.0
do,0.0,0.0,0.0
"Pobaltí,",0.0,0.0,0.0
na,0.0,0.0,0.0
Gotland,0.0,0.0,0.0
a,0.0,0.0,0.0
do,0.0,0.0,0.0
jižní,0.0,0.0,0.0
Skandinávie.,0.0,0.0,0.0
"Nevíme,",0.0,0.0,0.0
co,0.0,0.0,0.0
tam,0.0,0.0,0.0
za,1.0,1.0,1.0
ně,0.0,0.0,0.0
čeští,0.0,0.0,0.0
exportéři,0.0,0.0,0.0
nakupovali;,0.0,0.0,0.0
můžeme,0.0,0.0,0.0
si,0.0,0.0,0.0
představovat,0.0,0.0,0.0
různé,0.0,0.0,0.0
druhy,0.0,0.0,0.0
orientálního,0.0,0.0,0.0
"zboží,",0.0,0.0,0.0
jichž,0.0,0.0,0.0
bylo,0.0,0.0,0.0
na,0.0,1.0,1.0
pobaltských,0.0,0.0,0.0
trzích,0.0,1.0,1.0
dost,0.0,0.0,0.0
a,0.0,0.0,0.0
dost.,0.0,0.0,0.0
Při,1.0,1.0,1.0
výskytu,0.0,0.0,0.0
tisíců,0.0,0.0,0.0
kusů,0.0,0.0,0.0
českých,0.0,0.0,0.0
mincí,0.0,0.0,0.0
nám,0.0,0.0,0.0
však,0.0,0.0,0.0
přece,0.0,0.0,0.0
jen,0.0,0.0,0.0
ekvivalent,0.0,0.0,0.0
těchto,0.0,0.0,0.0
investic,0.0,0.0,0.0
v,0.0,0.0,0.0
českých,0.0,0.0,0.0
zemích,0.0,0.0,0.0
chybí.,0.0,0.0,0.0
Nelze,0.0,0.0,0.0
proto,0.0,0.0,0.0
"vyloučit,",1.0,1.0,1.0
že,0.0,0.0,0.0
u,1.0,1.0,1.0
těchto,0.0,0.0,0.0
peněz,0.0,0.0,0.0
nešlo,1.0,1.0,0.0
o,1.0,1.0,1.0
platby,0.0,0.0,0.0
za,1.0,1.0,1.0
"zboží,",0.0,0.0,0.0
ale,0.0,0.0,0.0
spíše,0.0,0.0,0.0
za,1.0,1.0,1.0
"služby,",0.0,0.0,0.0
a,0.0,0.0,0.0
zde,0.0,0.0,0.0
už,0.0,0.0,0.0
si,0.0,0.0,0.0
můžeme,0.0,0.0,0.0
představovat,0.0,0.0,0.0
rozsáhlé,1.0,0.0,0.0
přemyslovské,0.0,0.0,0.0
„náborové,0.0,0.0,1.0
akce“,0.0,0.0,0.0
mezi,1.0,1.0,1.0
nezaměstnanými,0.0,0.0,0.0
vikingy,0.0,0.0,0.0
obou,0.0,0.0,0.0
břehů,0.0,0.0,0.0
Baltského,0.0,0.0,0.0
moře.,0.0,0.0,0.0
Vzhledem,0.0,0.0,0.0
k,1.0,1.0,1.0
"tomu,",0.0,0.0,0.0
že,0.0,0.0,0.0
víme,0.0,0.0,0.0
"jistě,",0.0,0.0,0.0
že,0.0,0.0,0.0
v,1.0,1.0,1.0
družinách,0.0,0.0,0.0
členů,0.0,0.0,0.0
přemyslovského,0.0,0.0,0.0
rodu,0.0,0.0,0.0
skandinávští,0.0,0.0,0.0
bojovníci,0.0,0.0,0.0
"sloužili,",1.0,1.0,0.0
je,0.0,0.0,0.0
"možné,",0.0,0.0,0.0
že,0.0,0.0,0.0
tyto,0.0,0.0,0.0
nálezy,0.0,0.0,0.0
zachycují,1.0,1.0,1.0
úspory,0.0,0.0,0.0
ze,1.0,1.0,1.0
"žoldu,",0.0,0.0,0.0
který,0.0,0.0,0.0
přemyslovská,0.0,0.0,0.0
správa,0.0,0.0,0.0
najatým,0.0,0.0,0.0
válečníkům,0.0,0.0,0.0
platila.,1.0,1.0,1.0
