word,ann1
"si,",0
abychom,0
přehodnotili,1
naši,0
"politiku,",0
která,0
se.4,0
až,0
dosud,0
vyznačovala,1
"tím,",0
že.5,0
jsme,0
neuznávali,0
úsilí,0
obyvatel,0
Somálijské,0
"republiky,",0
kteří,0
v.5,0
této.1,0
oblasti,0
vytvořili,1
nezávislý,0
a.6,0
demokratický,0
muslimský,0
"stát,",0
k.2,1
němuž,0
se.5,0
však,0
"chováme,",0
jako,0
by,0
neexistoval.,1
Pane.1,0
"předsedající,.1",0
co,0
se.6,0
týče,0
jižního.1,0
"Súdánu,",0
chtěl,0
bych.1,0
se.7,0
také.1,0
dotknout,1
stavu,0
této.2,0
země.,0
Jižní,0
Súdán.2,0
je.1,0
stále,0
nejchudší,0
zemí,0
v.6,0
"Africe,",0
a.7,0
to.1,0
i.1,0
navzdory,0
"tomu,.1",0
že.6,0
v.7,1
posledních,0
pěti,0
letech.1,0
mohl,1
využívat,0
přístupu,1
k.3,1
polovině,0
ropných,0
zdrojů,1
celého,0
Súdánu.,0
Vidím,1
zde,1
do.1,1
očí,1
bijící,1
"zaostalost,",0
která.1,0
byla,0
dosud.1,0
dána,0
přehlížením,1
a.8,0
nezájmem,0
ze,1
strany,1
Chartúmu.,0
Byl,0
bych.2,0
však.1,0
"rád,",0
kdyby,0
Evropská,0
unie,0
od,1
nynějška,0
kladla,1
důraz,1
na.6,1
"to,.1",0
že.7,0
tato,0
země.1,0
potřebuje,1
správu,0
a.9,0
"rozvoj,",0
a.10,0
nepomáhala,1
financovat,0
"zaostalost,.1",0
která.2,0
se.8,0
tak.1,0
snadno,0
může,0
v.8,1
budoucnu,0
v.9,0
jižním,0
Súdánu.1,0
rozmoci.,1
Pane.2,0
"předsedající,.2",0
v.10,1
dnešní,0
rozpravě,0
bychom,0
měli,0
odolat,1
pokušení,1
přehnaného,0
optimismu.,0
Předpovědi,0
dalšího,0
dění,0
v.11,0
Súdánu.2,0
jsou,0
jen.1,0
věštěním,1
z.2,1
křišťálové,1
koule.,1
I,0
přes,0
všechny,0
"naděje,",0
které.1,0
vzkřísilo,1
nedávné,0
"referendum,",0
bychom.1,0
neměli,0
"předpokládat,",0
že.8,0
tato.1,0
záležitost,0
je.2,0
již,0
vyřešena.,0
To,0
zdaleka,0
není,0
True,0
a.11,0
nikdo,0
zatím,0
"neví,",0
zda,0
bude.1,0
země.2,0
v.12,1
souladu,1
s,1
vůlí,0
obyvatelstva,0
jihu.1,0
rozdělena.,1
Další,0
problém,0
spočívá,1
v.13,1
"tom,",0
že.9,0
jižní.1,0
část,0
země.3,0
v.14,1
současnosti,0
sjednocuje,1
odpor,0
k.4,1
muslimskému,0
severu.,0
Až.1,0
tato.2,0
zášť,0
vyprchá,1
a.12,0
nadejde,1
čas,0
budovat,1
státní,0
"instituce,",0
hned,0
bude.2,0
patrná,0
křehká,1
rovnováha,1
mezi,1
třemi,0
kulturně,0
a.13,0
jazykově,0
odlišnými,0
kmeny.,0
Tato,0
otázka,0
bude.3,0
mít.1,1
velký,0
význam,0
a.14,0
měli.1,0
bychom.2,0
jí,0
již.1,0
teď,0
věnovat,1
pozornost.,0
Další.1,0
"otázka,",0
kterou,0
si.1,0
musíme.1,0
položit,1
a.15,0
najít,1
na.7,1
ni,0
"odpověď,",0
zní,1
takto:,0
proč,0
je.3,0
nyní,0
reálná,0
naděje,0
na.8,1
mírové,0
ukončení,0
"konfliktu,",0
který,0
trval,0
půl,0
století?,0
Odpověď,0
je.4,0
zřejmá:,0
kvůli,0
ropě.,0
Velké,0
zahraniční,0
"podniky,",0
bez,0
nichž,0
taková,0
chudá,0
země.4,0
není.1,1
schopna,1
těžit,1
"ropu,",0
a.16,0
představitelé,0
obou,0
částí,0
země.5,0
zavětřili,1
vůni,1
petrodolarů.,0
"Doufejme,",0
že.10,0
nás.1,0
nezaslepí,1
chamtivost,0
a.17,0
že.11,0
naše,0
touha,0
pomáhat,0
postačí,0
nejen,0
na.9,1
"to,.2",0
abychom.1,0
poskytovali,0
finanční,0
prostředky,0
na.10,1
budování,1
"státu,",0
ale.1,0
dovolí,1
nám,0
také.2,0
realizovat,0
"programy,",0
z.3,1
nichž.1,0
bude.4,0
mít.2,0
prospěch,0
společnost.,0
Pane.3,0
"předsedající,.3",0
před.1,1
referendem,0
jsme.1,0
měli.2,1
velké,0
obavy,0
z.4,1
průvodních,0
nepokojů,0
a.18,0
jsem,0
"ráda,",0
že.12,0
referendum,0
proběhlo,1
pokojně,0
a.19,0
bylo,0
platné.,0
Je,0
však.2,0
nutné,0
"zajistit,",0
jak,0
řekla,0
baronka,0
"Ashtonová,",0
aby.1,0
se.9,0
konalo,1
dodatečné,0
řádné,0
referendum.1,0
v.15,0
"Abyei,",0
ale.2,0
také.3,0
v.16,0
"oblasti,",0
v.17,0
níž,0
se.10,0
nachází,0
ropa.,0
Pozorovatelská,0
mise,0
Evropského,0
parlamentu,0
bude.5,0
zapotřebí.1,0
i.2,0
při.1,1
tomto,0
dodatečném,0
hlasování.,0
I.1,0
po,1
vyhlášení.1,1
nezávislosti.1,0
zůstane,0
jižní.2,0
Súdán.3,0
jednou,0
z.5,1
nejchudších,0
zemí.1,0
na.11,0
světě.,0
V,0
oblasti.1,0
působí,1
mnohé,0
slovenské,0
nevládní,0
organizace,0
a.20,0
je.5,0
"důležité,",0
aby.2,0
měly,0
potřebné,0
podmínky,0
pro,1
svou,0
práci.,0
