word,ann1,ann3,ann2
a,0.0,0.0,0.0
přikládali.,1.0,1.0,1.0
Už,0.0,0.0,0.0
dost,0.0,0.0,0.0
na,0.0,0.0,1.0
"tom,",0.0,0.0,0.0
že,0.0,0.0,0.0
jako,0.0,0.0,0.0
hypertonik,0.0,0.0,0.0
musí,0.0,0.0,0.0
topit,0.0,0.0,0.0
ve,0.0,0.0,0.0
skleníku.,0.0,0.0,0.0
Matce,0.0,0.0,0.0
jsem,0.0,0.0,0.0
Josefovo,0.0,0.0,0.0
blouznění,0.0,0.0,0.0
překládala,1.0,1.0,1.0
raději,0.0,0.0,0.0
jen,0.0,0.0,0.0
"namátkově,",0.0,0.0,0.0
protože,0.0,0.0,0.0
jsem,0.0,0.0,0.0
se,0.0,0.0,0.0
"obávala,",0.0,0.0,0.0
že,0.0,0.0,0.0
by,0.0,0.0,0.0
s,0.0,1.0,1.0
jeho,0.0,0.0,0.0
argumenty,0.0,0.0,0.0
byla,0.0,0.0,0.0
schopná,0.0,0.0,0.0
souhlasit.,0.0,0.0,0.0
Návratu,0.0,0.0,0.0
Kostky,0.0,0.0,0.0
do,1.0,1.0,1.0
devatenáctého,0.0,0.0,0.0
století,0.0,0.0,0.0
zabránila,0.0,0.0,0.0
paní,0.0,0.0,0.0
"Tichá,",0.0,0.0,0.0
která,0.0,0.0,0.0
pohrozila,0.0,0.0,0.0
okamžitou,0.0,0.0,0.0
"výpovědí,",0.0,1.0,0.0
pokud,0.0,0.0,0.0
jí,0.0,0.0,0.0
nepojede,1.0,1.0,1.0
"vysavač,",0.0,0.0,0.0
mražáky,0.0,0.0,0.0
a,0.0,0.0,0.0
umělá,0.0,0.0,0.0
líheň,0.0,0.0,0.0
na,1.0,1.0,1.0
kuřata.,0.0,0.0,0.0
Otec,0.0,0.0,0.0
tedy,0.0,0.0,0.0
uprosil,0.0,0.0,0.0
muže,0.0,0.0,0.0
od,1.0,1.0,1.0
elektrárenské,0.0,0.0,0.0
"společnosti,",0.0,0.0,0.0
aby,0.0,0.0,0.0
nám,0.0,0.0,0.0
elektřinu,0.0,0.0,0.0
"neodpojovali,",0.0,0.0,0.0
oblekl,0.0,0.0,0.0
si,0.0,0.0,0.0
blejzr,0.0,0.0,0.0
a,0.0,0.0,0.0
odjel,0.0,0.0,0.0
s,0.0,0.0,0.0
nimi,0.0,0.0,0.0
na,0.0,0.0,0.0
ředitelství.,0.0,0.0,0.0
Odpoledne,0.0,0.0,0.0
jsem,0.0,0.0,0.0
s,0.0,0.0,0.0
paní,0.0,0.0,0.0
Tichou,0.0,0.0,0.0
vysávala,0.0,0.0,0.0
Himmlerovo,0.0,0.0,0.0
apartmá.,0.0,0.0,0.0
Ty,0.0,0.0,0.0
čtyři,0.0,0.0,0.0
"místnosti,",0.0,0.0,0.0
kde,0.0,0.0,0.0
několikrát,0.0,0.0,0.0
přenocoval,0.0,0.0,0.0
Heinrich,0.0,0.0,0.0
"Himmler,",0.0,0.0,0.0
jsou,0.0,0.0,0.0
mnohem,0.0,0.0,0.0
útulnější,0.0,0.0,0.0
než,0.0,0.0,0.0
náš,0.0,0.0,0.0
byt,0.0,0.0,0.0
a,0.0,0.0,0.0
hlavně -,0.0,0.0,0.0
mají,0.0,0.0,0.0
koupelnu!,0.0,0.0,0.0
Požádala,0.0,0.0,0.0
jsem,0.0,0.0,0.0
"matku,",0.0,0.0,0.0
aby,0.0,0.0,0.0
se,0.0,0.0,0.0
nad,1.0,1.0,1.0
touto,0.0,0.0,0.0
skutečností,0.0,0.0,0.0
alespoň,0.0,0.0,0.0
"zamyslela,",0.0,0.0,0.0
ale,0.0,0.0,0.0
odmítla,0.0,0.0,0.0
s,0.0,1.0,1.0
"tím,",0.0,0.0,0.0
že,0.0,0.0,0.0
nebude,0.0,0.0,0.0
bydlet,0.0,0.0,0.0
v,0.0,0.0,1.0
bytě,0.0,0.0,0.0
po,1.0,1.0,1.0
nacistickém,0.0,0.0,0.0
"hrdlořezovi,",0.0,0.0,0.0
kvůli,0.0,0.0,0.0
němuž,0.0,0.0,0.0
padl,1.0,1.0,1.0
její,0.0,0.0,0.0
dědeček,0.0,0.0,0.0
Joe.,0.0,0.0,0.0
Moji,0.0,0.0,0.0
"námitku,",0.0,0.0,0.0
že,0.0,0.0,0.0
jejího,0.0,0.0,0.0
dědečka,0.0,0.0,0.0
zastřelili,0.0,0.0,0.0
Japonci,0.0,0.0,0.0
na,0.0,1.0,0.0
"Filipínách,",0.0,0.0,0.0
přešla,1.0,1.0,1.0
mávnutím,0.0,0.0,0.0
ruky.,0.0,0.0,0.0
Josef,0.0,0.0,0.0
by,0.0,1.0,0.0
proti,1.0,0.0,1.0
našemu,0.0,0.0,0.0
přestěhování,0.0,0.0,0.0
kupodivu,0.0,0.0,0.0
nic,0.0,0.0,0.0
"neměl,",0.0,1.0,0.0
jenom,0.0,0.0,0.0
mě,0.0,0.0,0.0
"upozornil,",0.0,0.0,0.0
že,0.0,0.0,0.0
Himmlerovo,0.0,0.0,0.0
apartmá,0.0,0.0,0.0
je,0.0,0.0,0.0
v,1.0,1.0,0.0
návštěvnické,0.0,0.0,0.0
"trase,",0.0,0.0,0.0
takže,0.0,0.0,0.0
bychom,0.0,0.0,0.0
se,0.0,0.0,0.0
museli,0.0,0.0,0.0
smířit,0.0,0.0,0.0
s,0.0,1.0,1.0
"tím,",0.0,0.0,0.0
že,0.0,0.0,0.0
nám,0.0,0.0,0.0
přes,0.0,0.0,0.0
byt,0.0,0.0,0.0
budou,0.0,0.0,0.0
chodit,0.0,0.0,0.0
mufloni.,1.0,1.0,1.0
Na,1.0,1.0,1.0
můj,0.0,0.0,0.0
udivený,0.0,0.0,0.0
"dotaz,",0.0,0.0,0.0
proč,0.0,0.0,0.0
chodí,0.0,0.0,0.0
k,1.0,1.0,1.0
Himmlerovi,0.0,0.0,0.0
"mufloni,",0.0,0.0,0.0
kde,0.0,0.0,0.0
se,0.0,0.0,0.0
berou,1.0,0.0,0.0
a,0.0,0.0,0.0
jak,0.0,0.0,0.0
se,0.0,0.0,0.0
tam,0.0,0.0,0.0
"dostanou,",0.0,0.0,0.0
mi,0.0,0.0,0.0
"řekl,",0.0,0.0,0.0
že,0.0,0.0,0.0
muflon,0.0,0.0,0.0
je,0.0,0.0,0.0
slangový,0.0,0.0,0.0
výraz,0.0,0.0,0.0
pro,0.0,0.0,0.0
návštěvníka.,0.0,0.0,0.0
To,0.0,0.0,0.0
mě,0.0,0.0,0.0
"uklidnilo,",0.0,0.0,0.0
protože,0.0,0.0,0.0
jsem,0.0,0.0,0.0
si,0.0,0.0,0.0
"myslela,",0.0,0.0,0.0
že,0.0,0.0,0.0
jde,1.0,1.0,1.0
zas,0.0,0.0,0.0
o,0.0,1.0,1.0
nějakou,0.0,0.0,0.0
divnou,0.0,0.0,0.0
rodovou,0.0,0.0,0.0
tradici,0.0,0.0,0.0
a,0.0,0.0,0.0
my,0.0,0.0,0.0
budeme,0.0,0.0,0.0
přímo,0.0,0.0,0.0
v,0.0,0.0,1.0
zámku,0.0,0.0,0.0
muset,0.0,0.0,0.0
opatrovat,0.0,0.0,0.0
stádo,0.0,0.0,0.0
zvířat.,0.0,0.0,0.0
Potom,0.0,0.0,0.0
lstivě,0.0,0.0,0.0
"dodal,",0.0,0.0,0.0
že,0.0,0.0,0.0
kdybychom,0.0,0.0,0.0
Kostku,0.0,0.0,0.0
pro,0.0,0.0,0.0
muflony,1.0,1.0,1.0
"uzavřeli,",0.0,0.0,0.0
můžeme,0.0,0.0,0.0
"bydlet,",0.0,0.0,0.0
kde,0.0,0.0,0.0
se,0.0,0.0,0.0
nám,0.0,0.0,0.0
zlíbí.,0.0,0.0,0.0
Řekla,0.0,0.0,0.0
jsem,0.0,0.0,0.0
"mu,",0.0,0.0,0.0
že,0.0,0.0,0.0
o,0.0,1.0,1.0
tom,0.0,0.0,0.0
budu,0.0,0.0,0.0
"přemýšlet,",0.0,0.0,0.0
ale,0.0,0.0,0.0
vzhledem,0.0,0.0,0.0
k,1.0,1.0,1.0
naší,0.0,0.0,0.0
finanční,0.0,0.0,0.0
situaci,0.0,0.0,0.0
je,0.0,0.0,0.0
"jasné,",1.0,1.0,1.0
že,0.0,0.0,0.0
muflony,1.0,1.0,1.0
a,0.0,0.0,0.0
jejich,0.0,0.0,0.0
peníze,0.0,0.0,0.0
budeme,0.0,0.0,0.0
potřebovat.,0.0,0.0,0.0
Otec,0.0,0.0,0.0
se,0.0,0.0,0.0
vrátil,0.0,0.0,0.0
zasmušilý.,0.0,0.0,0.0
Elektřinu,0.0,0.0,0.0
sice,0.0,0.0,0.0
"zachránil,",1.0,0.0,0.0
ale,0.0,0.0,0.0
Bendova,0.0,0.0,0.0
půjčka,0.0,0.0,0.0
se,0.0,0.0,1.0
opět,0.0,0.0,0.0
výrazně,0.0,0.0,0.0
scvrkla.,1.0,1.0,1.0
Celý,0.0,0.0,0.0
večer,0.0,0.0,0.0
si,0.0,0.0,0.0
hrál,0.0,0.0,0.0
ve,0.0,0.0,0.0
svém,0.0,0.0,0.0
pokoji,0.0,0.0,0.0
s,0.0,0.0,0.0
Olinem,0.0,0.0,0.0
a,0.0,0.0,0.0
"Laďou,",0.0,0.0,0.0
přičemž,0.0,0.0,0.0
jim,0.0,0.0,0.0
"říkal,",0.0,0.0,0.0
jak,0.0,0.0,0.0
jim,0.0,0.0,0.0
"závidí,",0.0,0.0,0.0
že,0.0,0.0,0.0
nemají,0.0,0.0,0.0
zámek,0.0,0.0,0.0
a,0.0,0.0,0.0
dluhy.,0.0,0.0,0.0
Já,0.0,0.0,0.0
jsem,0.0,0.0,0.0
si,0.0,0.0,0.0
střídavě,0.0,0.0,0.0
četla,0.0,0.0,0.0
Bibli,0.0,0.0,0.0
a,0.0,0.0,0.0
deník,0.0,0.0,0.0
Václava,0.0,0.0,0.0
Antonína-,0.0,0.0,0.0
"toho,",0.0,0.0,0.0
který,0.0,0.0,0.0
zajal,0.0,0.0,0.0
harém,0.0,0.0,0.0
a,0.0,0.0,0.0
přivezl,0.0,0.0,0.0
si,0.0,0.0,0.0
jej,0.0,0.0,0.0
na,0.0,1.0,0.0
"Kostku,",0.0,0.0,0.0
aniž,0.0,0.0,0.0
by,0.0,0.0,0.0
mu,0.0,0.0,0.0
"překáželo,",1.0,0.0,1.0
že,0.0,0.0,0.0
je,0.0,0.0,0.0
ženatý.,0.0,0.0,0.0
Popisy,0.0,0.0,0.0
jeho,0.0,0.0,0.0
sexuálních,0.0,0.0,0.0
praktik,0.0,0.0,0.0
jsou,0.0,0.0,0.0
doprovázeny,1.0,1.0,1.0
"kresbami,",0.0,0.0,0.0
takže,0.0,0.0,0.0
to,0.0,0.0,0.0
vypadá,0.0,0.0,0.0
jako,0.0,0.0,0.0
pornografický,0.0,0.0,0.0
komiks.,0.0,0.0,0.0
Václav,0.0,0.0,0.0
Antonín,0.0,0.0,0.0
si,0.0,0.0,0.0
nepochybně,0.0,0.0,0.0
právem,0.0,0.0,0.0
vysloužil,1.0,0.0,0.0
v,1.0,1.0,1.0
rodových,0.0,0.0,0.0
dějinách,0.0,0.0,0.0
přezdívku,0.0,0.0,0.0
Velký,0.0,0.0,0.0
Prasák.,0.0,0.0,0.0
Po,1.0,1.0,1.0
přehlídce,0.0,0.0,0.0
těch,0.0,0.0,0.0
nejbizarnějších,0.0,0.0,0.0
a,0.0,0.0,0.0
nejnepravděpodobnějších,0.0,0.0,0.0
poloh,0.0,0.0,0.0
jsem,0.0,0.0,0.0
se,0.0,0.0,0.0
na,0.0,1.0,1.0
Skutky,0.0,0.0,0.0
apoštolů,0.0,0.0,0.0
soustředila,0.0,0.0,0.0
jen,0.0,0.0,0.0
s,0.0,1.0,1.0
nejvyšším,1.0,1.0,1.0
vypětím.,0.0,0.0,1.0
V,1.0,1.0,1.0
noci,0.0,0.0,0.0
se,0.0,0.0,0.0
mi,0.0,0.0,0.0
zdálo,0.0,0.0,0.0
o,0.0,1.0,1.0
břišních,0.0,0.0,0.0
tanečnicích.,0.0,0.0,0.0
U,0.0,1.0,1.0
snídaně,0.0,0.0,0.0
byl,0.0,0.0,0.0
otec,0.0,0.0,0.0
stále,0.0,0.0,0.0
zasmušilý.,0.0,0.0,0.0
Pozoroval,0.0,0.0,0.0
Olina,0.0,0.0,0.0
s,0.0,0.0,1.0
"Laďou,",0.0,0.0,0.0
jak,0.0,0.0,0.0
chlemtají,0.0,0.0,0.0
kuřecí,0.0,0.0,0.0
vývar,0.0,0.0,0.0
z,0.0,0.0,0.0
desetilitrového,0.0,0.0,0.0
"kastrolu,",0.0,0.0,0.0
a,0.0,0.0,0.0
ztrápeným,0.0,0.0,0.0
hlasem,0.0,0.0,0.0
je,0.0,0.0,0.0
"pobízel,",0.0,0.0,0.0
ať,0.0,0.0,0.0
se,0.0,0.0,0.0
nají,0.0,0.0,0.0
do,1.0,1.0,1.0
"zásoby,",0.0,0.0,0.0
protože,0.0,0.0,0.0
bída,0.0,0.0,0.0
a,0.0,0.0,0.0
hlad,0.0,0.0,0.0
už,0.0,0.0,0.0
stojí,1.0,1.0,1.0
za,0.0,0.0,0.0
dveřmi.,1.0,1.0,1.0
Nevím,0.0,0.0,0.0
jak,0.0,0.0,0.0
"bída,",0.0,0.0,0.0
ale,0.0,0.0,0.0
hlad,0.0,0.0,0.0
za,0.0,1.0,0.0
dveřmi,1.0,1.0,1.0
určitě,0.0,0.0,0.0
nestojí.,1.0,1.0,1.0
Zásoby,0.0,0.0,0.0
masa,0.0,0.0,0.0
odhaduji,0.0,0.0,0.0
tak,0.0,0.0,0.0
na,1.0,1.0,1.0
rok.,0.0,0.0,0.0
Dnes,0.0,0.0,0.0
v,1.0,1.0,1.0
noci,0.0,0.0,0.0
se,0.0,0.0,0.0
v,0.0,0.0,1.0
umělé,0.0,0.0,0.0
líhni,0.0,0.0,0.0
narodila,0.0,0.0,0.0
další,0.0,0.0,0.0
várka,1.0,1.0,1.0
housat.,0.0,0.0,0.0
Ostatně,0.0,0.0,0.0
co,0.0,0.0,0.0
se,0.0,0.0,0.0
stravy,0.0,0.0,0.0
týká-,0.0,0.0,0.0
jsem,0.0,0.0,0.0
"překvapená,",0.0,0.0,0.0
jak,0.0,0.0,0.0
rychle,0.0,0.0,0.0
jsem,0.0,0.0,0.0
si,0.0,0.0,0.0
zvykla,0.0,0.0,0.0
na,1.0,1.0,1.0
kuchyni,1.0,1.0,1.0
paní,0.0,0.0,0.0
Tiché.,0.0,0.0,0.0
Ještě,0.0,0.0,0.0
před,1.0,1.0,1.0
měsícem,0.0,0.0,0.0
bych,0.0,0.0,0.0
"nevěřila,",0.0,0.0,0.0
že,0.0,0.0,0.0
se,0.0,0.0,0.0
dají,0.0,0.0,0.0
sníst,0.0,0.0,0.0
napohled,0.0,0.0,0.0
tak,0.0,0.0,0.0
odpudivé,0.0,0.0,0.0
věci,0.0,0.0,0.0
jako,0.0,0.0,0.0
"tlačenka,",0.0,0.0,0.0
pajšl,0.0,0.0,0.0
nebo,0.0,0.0,0.0
lečo.,0.0,0.0,0.0
Kupodivu,0.0,0.0,0.0
jsem,0.0,0.0,0.0
zvládla,0.0,0.0,0.0
i,0.0,0.0,0.0
zabijačkovou,0.0,0.0,0.0
"polévku,",0.0,0.0,0.0
přestože,0.0,0.0,0.0
jsem,0.0,0.0,0.0
stále,0.0,0.0,0.0
"přesvědčená,",0.0,0.0,0.0
že,0.0,0.0,0.0
jídlo,0.0,0.0,0.0
by,0.0,0.0,0.0
nemělo,0.0,0.0,0.0
mít,0.0,0.0,0.0
černou,0.0,0.0,0.0
barvu.,0.0,0.0,0.0
Taky,0.0,0.0,0.0
už,0.0,0.0,0.0
umím,0.0,0.0,0.0
"oškubat,",0.0,0.0,0.0
vykuchat,0.0,0.0,0.0
a,0.0,0.0,0.0
naporcovat,0.0,0.0,0.0
drůbež,0.0,0.0,0.0
a,0.0,0.0,0.0
dnes,0.0,0.0,0.0
jsem,0.0,0.0,0.0
poprvé,0.0,0.0,0.0
smažila,0.0,0.0,0.0
vepřové,0.0,0.0,0.0
řízky.,0.0,0.0,0.0
