word,ann1,ann2,ann3
skutečností,,,
alespoň,,,
"zamyslela,",,,
ale,,,
odmítla,,,
s.3,0.0,0.0,0.0
"tím,",,,
že.5,,,
nebude,,,
bydlet,,,
v.2,,,
bytě,,,
po.1,0.0,0.0,0.0
nacistickém,,,
"hrdlořezovi,",,,
kvůli,,,
němuž,,,
padl,1.0,1.0,0.0
její,,,
dědeček,,,
Joe.,,,
Moji,,,
"námitku,",,,
že.6,,,
jejího,,,
dědečka,,,
zastřelili,,,
Japonci,,,
na.6,,,
"Filipínách,",,,
přešla,1.0,1.0,1.0
mávnutím,,,
ruky.,,,
Josef.1,,,
by.1,,,
proti,,,
našemu,,,
přestěhování,,,
kupodivu,,,
nic.2,,,
"neměl,",,,
jenom,,,
mě,,,
"upozornil,",,,
že.7,,,
Himmlerovo.1,,,
apartmá,,,
je.1,,,
v.3,,,
návštěvnické,,,
"trase,",,,
takže,,,
bychom,,,
se.6,,,
museli,,,
smířit,,,
s.4,0.0,0.0,0.0
"tím,.1",,,
že.8,,,
nám.2,,,
přes,,,
byt.1,,,
budou,,,
chodit,,,
mufloni.,1.0,1.0,1.0
Na.1,0.0,0.0,0.0
můj,,,
udivený,,,
"dotaz,",,,
proč,,,
chodí,,,
k.1,0.0,0.0,0.0
Himmlerovi,,,
"mufloni,",,,
kde.1,,,
se.7,,,
berou,,,
a.8,,,
jak.2,,,
se.8,,,
tam,,,
"dostanou,",,,
mi,,,
"řekl,",,,
že.9,,,
muflon,,,
je.2,,,
slangový,,,
výraz,,,
pro,,,
návštěvníka.,,,
To,,,
mě.1,,,
"uklidnilo,",,,
protože.2,,,
jsem.4,,,
si.2,,,
"myslela,",,,
že.10,,,
jde,0.0,1.0,1.0
zas,,,
o,,,
nějakou,,,
divnou,,,
rodovou,,,
tradici,,,
a.9,,,
my,,,
budeme,,,
přímo,,,
v.4,,,
zámku.1,,,
muset,,,
opatrovat,,,
stádo,,,
zvířat.,,,
Potom,,,
lstivě,,,
"dodal,",,,
že.11,,,
kdybychom,,,
Kostku,,,
pro.1,,,
muflony,1.0,1.0,1.0
"uzavřeli,",,,
můžeme.1,,,
"bydlet,",,,
kde.2,,,
se.9,,,
nám.3,,,
zlíbí.,,,
Řekla,,,
jsem.5,,,
"mu,",,,
že.12,,,
o.1,,,
tom,,,
budu,,,
"přemýšlet,",,,
ale.1,,,
vzhledem,,,
k.2,0.0,0.0,0.0
naší,,,
finanční,,,
situaci,,,
je.3,,,
"jasné,",1.0,1.0,1.0
že.13,,,
muflony.1,1.0,1.0,1.0
a.10,,,
jejich,,,
peníze,,,
budeme.1,,,
potřebovat.,,,
Otec.1,,,
se.10,,,
vrátil,,,
zasmušilý.,,,
Elektřinu,,,
sice,,,
"zachránil,",,,
ale.2,,,
Bendova,,,
půjčka,,,
se.11,1.0,1.0,1.0
opět,,,
výrazně,,,
scvrkla.,1.0,0.0,1.0
Celý,,,
večer,,,
si.3,,,
hrál,,,
ve.1,,,
svém,,,
pokoji,,,
s.5,,,
Olinem,,,
a.11,,,
"Laďou,",,,
přičemž,,,
jim,,,
"říkal,",,,
jak.3,,,
jim.1,,,
"závidí,",,,
že.14,,,
nemají,,,
zámek,,,
a.12,,,
dluhy.,,,
Já,,,
jsem.6,,,
si.4,,,
střídavě,,,
četla,,,
Bibli,,,
a.13,,,
deník,,,
Václava,,,
Antonína-,,,
"toho,",,,
který.1,,,
zajal,,,
harém,,,
a.14,,,
přivezl,,,
si.5,,,
jej,,,
na.7,,,
"Kostku,",,,
aniž,,,
by.2,,,
mu,,,
"překáželo,",,,
že.15,,,
je.4,,,
ženatý.,,,
Popisy,,,
jeho.1,,,
sexuálních,,,
praktik,,,
jsou.1,,,
doprovázeny,1.0,1.0,1.0
"kresbami,",,,
takže.1,,,
to.1,,,
vypadá,,,
jako.1,,,
pornografický,,,
komiks.,,,
Václav,,,
Antonín,,,
si.6,,,
nepochybně,,,
právem,,,
vysloužil,,,
v.5,0.0,0.0,0.0
rodových,,,
dějinách,,,
přezdívku,,,
Velký,,,
Prasák.,,,
Po,0.0,0.0,0.0
přehlídce,,,
těch,,,
nejbizarnějších,,,
a.15,,,
nejnepravděpodobnějších,,,
poloh,,,
jsem.7,,,
se.12,,,
na.8,,,
Skutky,,,
apoštolů,,,
soustředila,,,
jen.1,,,
s.6,0.0,0.0,0.0
nejvyšším,1.0,0.0,1.0
vypětím.,,,
V,0.0,0.0,0.0
noci,,,
se.13,,,
mi.1,,,
zdálo,,,
o.2,,,
břišních,,,
tanečnicích.,,,
U,0.0,0.0,0.0
snídaně,,,
byl,,,
otec,,,
stále,,,
zasmušilý..1,,,
Pozoroval,,,
Olina,,,
s.7,,,
"Laďou,.1",,,
jak.4,,,
chlemtají,,,
kuřecí,,,
vývar,,,
z,,,
desetilitrového,,,
"kastrolu,",,,
a.16,,,
ztrápeným,,,
hlasem,,,
je.5,,,
"pobízel,",,,
ať,,,
se.14,,,
nají,,,
do.2,0.0,0.0,0.0
"zásoby,",,,
protože.3,,,
bída,,,
a.17,,,
hlad,,,
už,,,
stojí,1.0,1.0,1.0
za,,,
dveřmi.,1.0,1.0,1.0
Nevím,,,
jak.5,,,
"bída,",,,
ale.3,,,
hlad.1,,,
za.1,,,
dveřmi,1.0,1.0,1.0
určitě,,,
nestojí.,1.0,1.0,1.0
Zásoby,,,
masa,,,
odhaduji,,,
tak,,,
na.9,0.0,0.0,0.0
rok.,,,
Dnes,,,
v.6,0.0,0.0,0.0
noci.1,,,
se.15,,,
v.7,,,
umělé,,,
líhni,,,
narodila,,,
další,,,
várka,1.0,1.0,1.0
housat.,,,
Ostatně,,,
co,,,
se.16,,,
stravy,,,
týká-,,,
jsem.8,,,
"překvapená,",,,
jak.6,,,
rychle,,,
jsem.9,,,
si.7,,,
zvykla,,,
na.10,0.0,0.0,0.0
kuchyni,1.0,1.0,1.0
paní.2,,,
Tiché.,,,
Ještě,,,
před,0.0,0.0,0.0
měsícem,,,
bych,,,
"nevěřila,",,,
že.16,,,
se.17,,,
dají,,,
sníst,,,
napohled,,,
tak.1,,,
odpudivé,,,
věci,,,
jako.2,,,
"tlačenka,",,,
pajšl,,,
nebo,,,
lečo.,,,
Kupodivu,,,
jsem.10,,,
zvládla,,,
i.1,,,
zabijačkovou,,,
"polévku,",,,
přestože,,,
jsem.11,,,
stále.1,,,
"přesvědčená,",,,
že.17,,,
jídlo,,,
by.3,,,
nemělo,,,
mít,,,
černou,,,
barvu.,,,
Taky,,,
už.1,,,
umím,,,
"oškubat,",,,
vykuchat,,,
a.18,,,
naporcovat,,,
drůbež,,,
a.19,,,
dnes,,,
jsem.12,,,
poprvé,,,
smažila,,,
vepřové,,,
řízky.,,,
