word,ann1
že,0
jsme,0
neuznávali,0
úsilí,0
obyvatel,0
Somálijské,0
"republiky,",0
kteří,0
v,0
této,0
oblasti,0
vytvořili,0
nezávislý,0
a,0
demokratický,0
muslimský,0
"stát,",0
k,1
němuž,0
se,0
však,0
"chováme,",0
jako,0
by,0
neexistoval.,1
Pane,0
"předsedající,",0
co,0
se,0
týče,0
jižního,0
"Súdánu,",0
chtěl,0
bych,0
se,0
také,0
dotknout,1
stavu,0
této,0
země.,0
Jižní,0
Súdán,0
je,0
stále,0
nejchudší,0
zemí,0
v,0
"Africe,",0
a,0
to,0
i,0
navzdory,0
"tomu,",0
že,0
v,1
posledních,0
pěti,0
letech,0
mohl,1
využívat,1
přístupu,0
k,1
polovině,0
ropných,0
zdrojů,0
celého,0
Súdánu.,0
Vidím,1
zde,1
do,1
očí,0
bijící,1
"zaostalost,",0
která,0
byla,0
dosud,0
dána,0
přehlížením,0
a,0
nezájmem,0
ze,1
strany,0
Chartúmu.,0
Byl,0
bych,0
však,0
"rád,",0
kdyby,0
Evropská,0
unie,0
od,1
nynějška,0
kladla,1
důraz,0
na,1
"to,",0
že,0
tato,0
země,0
potřebuje,0
správu,0
a,0
"rozvoj,",0
a,0
nepomáhala,0
financovat,0
"zaostalost,",0
která,0
se,0
tak,0
snadno,0
může,0
v,1
budoucnu,0
v,0
jižním,0
Súdánu,0
rozmoci.,0
Pane,0
"předsedající,",0
v,1
dnešní,0
rozpravě,0
bychom,0
měli,0
odolat,0
pokušení,0
přehnaného,0
optimismu.,0
Předpovědi,0
dalšího,0
dění,0
v,0
Súdánu,0
jsou,0
jen,0
věštěním,0
z,1
křišťálové,1
koule.,1
I,0
přes,1
všechny,0
"naděje,",0
které,0
vzkřísilo,1
nedávné,0
"referendum,",0
bychom,0
neměli,0
"předpokládat,",0
že,0
tato,0
záležitost,0
je,0
již,0
vyřešena.,0
To,0
zdaleka,0
není,0
1,0
a,0
nikdo,0
zatím,0
"neví,",0
zda,0
bude,0
země,0
v,1
souladu,0
s,1
vůlí,1
obyvatelstva,0
jihu,0
rozdělena.,0
Další,0
problém,0
spočívá,1
v,1
"tom,",0
že,0
jižní,0
část,0
země,0
v,1
současnosti,0
sjednocuje,0
odpor,0
k,1
muslimskému,0
severu.,0
Až,1
tato,0
zášť,0
vyprchá,1
a,0
nadejde,1
čas,0
budovat,1
státní,0
"instituce,",0
hned,0
bude,0
patrná,0
křehká,1
rovnováha,0
mezi,0
třemi,0
kulturně,0
a,0
jazykově,0
odlišnými,0
kmeny.,0
Tato,0
otázka,0
bude,0
mít,0
velký,0
význam,0
a,0
měli,0
bychom,0
jí,0
již,0
teď,0
věnovat,1
pozornost.,0
Další,0
"otázka,",0
kterou,0
si,0
musíme,0
položit,1
a,0
najít,0
na,0
ni,0
"odpověď,",0
zní,0
takto:,0
proč,0
je,0
nyní,0
reálná,0
naděje,0
na,1
mírové,0
ukončení,0
"konfliktu,",0
který,0
trval,0
půl,0
století?,0
Odpověď,0
je,0
zřejmá:,0
kvůli,0
ropě.,0
Velké,0
zahraniční,0
"podniky,",0
bez,0
nichž,0
taková,0
chudá,0
země,0
není,0
schopna,0
těžit,0
"ropu,",0
a,0
představitelé,0
obou,0
částí,0
země,0
zavětřili,1
vůni,0
petrodolarů.,0
"Doufejme,",0
že,0
nás,0
nezaslepí,1
chamtivost,0
a,0
že,0
naše,0
touha,0
pomáhat,0
postačí,0
nejen,0
na,1
"to,",0
abychom,0
poskytovali,0
finanční,0
prostředky,0
na,1
budování,1
"státu,",0
ale,0
dovolí,0
nám,0
také,0
realizovat,0
"programy,",0
z,1
nichž,0
bude,0
mít,0
prospěch,0
společnost.,0
Pane,0
"předsedající,",0
před,1
referendem,0
jsme,0
měli,0
velké,0
obavy,0
z,1
průvodních,0
nepokojů,0
a,0
jsem,0
"ráda,",0
že,0
referendum,0
proběhlo,1
pokojně,0
a,0
bylo,0
platné.,0
Je,0
však,0
nutné,0
"zajistit,",0
jak,0
řekla,0
baronka,0
"Ashtonová,",0
aby,0
se,0
konalo,0
dodatečné,0
řádné,0
referendum,0
v,0
"Abyei,",0
ale,0
také,0
v,0
"oblasti,",0
v,0
níž,0
se,0
nachází,0
ropa.,0
Pozorovatelská,0
mise,0
Evropského,0
parlamentu,0
bude,0
zapotřebí,0
i,0
při,1
tomto,0
dodatečném,0
hlasování.,0
I,0
po,1
vyhlášení,1
nezávislosti,0
zůstane,0
jižní,0
Súdán,0
jednou,0
z,1
nejchudších,0
zemí,0
na,1
světě.,0
V,0
oblasti,0
působí,0
mnohé,0
slovenské,0
nevládní,0
organizace,0
a,0
je,0
"důležité,",0
aby,0
měly,0
potřebné,0
podmínky,0
pro,0
svou,0
práci.,0
