word,ann1,ann2,ann3
mincí,0,0,0
nám,0,0,0
však.3,0,0,0
přece,0,0,0
jen,0,0,0
ekvivalent,0,0,0
těchto.2,0,0,0
investic,0,0,0
v.10,0,0,0
českých.2,0,0,0
zemích.1,0,0,0
chybí.,0,0,0
Nelze,0,0,0
proto,0,0,0
"vyloučit,",1,0,1
že.5,0,0,0
u.1,1,1,1
těchto.3,0,0,0
peněz,0,0,0
nešlo,0,1,1
o.3,1,1,1
platby,0,0,0
za.2,1,1,1
"zboží,.2",0,0,0
ale.1,0,0,0
spíše,0,0,0
za.3,1,1,1
"služby,",0,0,0
a.21,0,0,0
zde,0,0,0
už.2,0,0,0
si.2,0,0,0
můžeme.1,0,0,0
představovat.1,0,0,0
rozsáhlé,0,0,1
přemyslovské,0,0,0
„náborové,1,0,0
akce“,0,0,0
mezi,0,0,1
nezaměstnanými,0,0,0
vikingy,0,0,0
obou.1,0,0,0
břehů,0,0,0
Baltského.2,0,0,0
moře..1,0,0,0
Vzhledem,0,0,0
k.6,1,1,1
"tomu,",0,0,0
že.6,0,0,0
víme.1,0,0,0
"jistě,",0,0,0
že.7,0,0,0
v.11,1,0,1
družinách,0,0,0
členů.1,0,0,0
přemyslovského,0,0,0
rodu,0,0,0
skandinávští,0,0,0
bojovníci,0,0,0
"sloužili,",0,1,1
je,0,0,0
"možné,",0,0,0
že.8,0,0,0
tyto,0,0,0
nálezy,0,0,0
zachycují,1,1,1
úspory,0,0,0
ze.1,1,1,1
"žoldu,",0,0,0
který.3,0,0,0
přemyslovská,0,0,0
správa,0,0,0
najatým,0,0,0
válečníkům,0,0,0
platila.,1,1,1
