word,ann1,ann2,ann3
"konfliktu,",0,0,0
který,0,0,0
trval,0,0,0
půl,0,0,0
století?,0,0,0
Odpověď,0,0,0
je.4,0,0,0
zřejmá:,0,0,0
kvůli,1,0,0
ropě.,0,0,0
Velké,0,0,0
zahraniční,0,0,0
"podniky,",0,0,0
bez,0,0,0
nichž,0,0,0
taková,0,0,0
chudá,1,0,0
země.4,0,0,0
není.1,0,0,1
schopna,1,0,1
těžit,0,0,1
"ropu,",0,0,0
a.16,0,0,0
představitelé,0,0,0
obou,0,0,0
částí,0,0,0
země.5,0,0,0
zavětřili,1,1,1
vůni,1,0,1
petrodolarů.,0,0,0
"Doufejme,",0,0,0
že.10,0,0,0
nás.1,0,0,0
nezaslepí,1,1,1
chamtivost,0,0,0
a.17,0,0,0
že.11,0,0,0
naše,0,0,0
touha,1,0,0
pomáhat,0,0,0
postačí,0,0,0
nejen,0,0,0
na.9,1,1,1
"to,.2",0,0,0
abychom.1,0,0,0
poskytovali,0,0,0
finanční,0,0,0
prostředky,0,0,0
na.10,1,1,1
budování,1,1,1
"státu,",0,0,0
ale.1,0,0,0
dovolí,1,0,1
nám,0,0,0
také.2,0,0,0
realizovat,0,0,0
"programy,",0,0,0
z.3,1,1,1
nichž.1,0,0,0
bude.4,0,0,0
mít.2,1,0,0
prospěch,0,0,0
společnost.,0,0,0
Pane.3,0,0,0
"předsedající,.3",0,0,0
před.1,1,1,1
referendem,0,0,0
jsme.1,0,0,0
měli.2,1,0,1
velké,1,0,0
obavy,0,0,0
z.4,1,1,1
průvodních,0,0,0
nepokojů,0,0,0
a.18,0,0,0
jsem,0,0,0
"ráda,",0,0,0
že.12,0,0,0
referendum,0,0,0
proběhlo,1,1,1
pokojně,0,0,0
a.19,0,0,0
bylo,0,0,0
platné.,0,0,0
Je,0,0,0
však.2,0,0,0
nutné,0,0,0
"zajistit,",0,0,0
jak,0,0,0
řekla,0,0,0
baronka,0,0,0
"Ashtonová,",0,0,0
aby.1,0,0,0
se.9,0,0,0
konalo,0,0,1
dodatečné,0,0,0
řádné,0,0,0
referendum.1,0,0,0
v.15,0,0,0
"Abyei,",0,0,0
ale.2,0,0,0
také.3,0,0,0
v.16,0,0,0
"oblasti,",0,0,0
v.17,0,0,0
níž,0,0,0
se.10,0,0,0
nachází,0,0,0
ropa.,0,0,0
Pozorovatelská,0,0,0
mise,0,0,0
Evropského,0,0,0
parlamentu,0,0,0
bude.5,0,0,0
zapotřebí.1,0,0,0
i.2,0,0,0
při.1,1,1,1
tomto,0,0,0
dodatečném,0,0,0
hlasování.,0,0,0
I.1,0,0,0
po,1,1,1
vyhlášení.1,1,1,1
nezávislosti.1,0,0,0
zůstane,1,0,0
jižní.2,0,0,0
Súdán.3,0,0,0
jednou,0,0,0
z.5,1,1,1
nejchudších,1,0,0
zemí.1,0,0,0
na.11,1,1,0
světě.,0,0,0
V,0,0,0
oblasti.1,0,0,0
působí,1,0,1
mnohé,0,0,0
slovenské,0,0,0
nevládní,0,0,0
organizace,0,0,0
a.20,0,0,0
je.5,0,0,0
"důležité,",0,0,0
aby.2,0,0,0
měly,0,0,0
potřebné,0,0,0
podmínky,0,0,0
pro,1,0,1
svou,0,0,0
práci.,0,0,0
