word,ann1
takové,0
peníze,0
zarazil,0
snad,0
již.2,0
otec,0
našeho,0
"hrdiny,",0
"Boleslav I.,",0
a.10,0
do,1
konce,0
10.0,0.0
století.3,0
v.8,1
rukou,1
našich,0
obchodníků,0
a.11,0
mohovitých,0
členů,0
společnosti.1,0
zcela,0
zdomácněly.,0
Nejstarší,0
české.2,0
mince.1,0
napodobovaly,1
ražby,0
bavorského,0
města,0
"Řezna,",0
brzy,0
se.6,1
však.2,0
čeští.1,0
mincmistři,0
orientovali,1
na.3,1
širší,1
mezinárodní,0
trh,1
a.12,0
počali,0
razit,0
minci.2,0
napodobující,1
anglosaské,0
denáry,0
krále,0
"Ethelreda II., ",0
známého,0
pod,1
jménem,0
Ethelred,0
Zlé,0
rady,0
(Ethelred,0
the,0
"Unready,",0
slovní,0
hříčka,1
se.7,0
jménem.1,0
anglosaského,0
Adalráda,0
"Unráda,",0
"978–1016),",0
tehdy,0
oblíbené,0
platidlo,0
na.4,1
trzích.1,1
po,0
obou,0
březích,0
Baltského,0
"moře,",0
kam,0
tehdejší,0
český,0
obchod,0
především.2,0
směřoval.,1
Kdybychom,0
měli,0
popsat,1
orientaci,1
českého,0
dálkového.1,0
obchodu.2,0
na.5,1
tehdejší.1,0
světové,0
"trhy,",1
připodobnili,0
bychom,0
ji,0
nejspíše,0
k.3,1
větrné,0
růžici,0
směřující,0
do.1,0
čtyř,0
světových,0
"stran,",0
ale,0
otočené,0
o.2,0
45°.,0
Bylo,0
to.1,0
způsobeno,0
"tím,",0
že.4,0
hlavní,0
obchodní,0
tepny,1
se.8,1
tehdy.1,0
kryly,1
se.9,0
směry,0
velkých.1,0
"řek,",0
které,0
z.1,0
Čech,0
vytékaly,0
nebo,0
proudily,0
v.9,0
jejich,0
těsné,0
blízkosti.,0
Na,1
severozápad,0
tak.1,0
obchodníci,0
z.2,1
Čech.1,0
cestovali,0
po.1,0
Labi,0
a.13,0
na.6,1
severovýchod,0
po.2,0
Odře,0
a.14,0
Visle,0
až,0
k.4,
pobřeží,0
Baltského.1,0
moře.,0
Na.1,1
jihozápad,0
zajížděli,0
proti,1
toku,0
horního,0
Dunaje,0
až.1,0
do.2,0
Würzburku,0
a.15,0
Mohuče,0
a.16,0
na.7,1
jihovýchod,0
se.10,0
naopak,0
vypravovali,0
po.3,0
proudu,0
Dunaje.1,0
až.2,0
k.5,0
Černému,0
moři.,0
České,0
"výrobky,",0
především.3,0
už,0
uvedené,1
suroviny.1,0
a.17,0
polotovary,0
"(vosk,",0
"stříbro,",0
snad.1,0
i.2,0
živý,0
dobytek),0
směřovaly,1
do.3,0
všech,0
těchto.1,0
končin,0
"světa,",0
kam.1,0
se.11,0
také,0
dopravovali,0
už.1,0
uvedení,1
otroci,0
a.18,0
otrokyně..1,0
Většina,0
českého.1,0
raženého,0
stříbra,0
desátého.4,0
století.4,0
směřovala,1
do.4,0
"Pobaltí,",0
na.8,0
Gotland,0
a.19,0
do.5,0
jižní,0
Skandinávie.,0
"Nevíme,",0
co.1,0
tam,0
za.1,1
ně,0
čeští.2,0
exportéři,0
nakupovali;,0
můžeme,0
si.1,0
představovat,0
různé,0
druhy,0
orientálního,0
"zboží,.1",0
jichž,0
bylo.1,0
na.9,1
pobaltských,0
trzích.2,1
dost,0
a.20,0
dost.,0
Při,1
výskytu,0
tisíců,0
kusů,0
českých.1,0
mincí,0
nám,0
však.3,0
přece,0
jen,0
ekvivalent,0
těchto.2,0
investic,0
v.10,0
českých.2,0
zemích.1,0
chybí.,0
Nelze,0
proto,0
"vyloučit,",1
že.5,0
u.1,1
těchto.3,0
peněz,0
nešlo,0
o.3,1
platby,0
za.2,1
"zboží,.2",0
ale.1,0
spíše,0
za.3,1
"služby,",0
a.21,0
zde,0
už.2,0
si.2,0
můžeme.1,0
představovat.1,0
rozsáhlé,0
přemyslovské,0
„náborové,1
akce“,0
mezi,0
nezaměstnanými,0
vikingy,0
obou.1,0
břehů,0
Baltského.2,0
moře..1,0
Vzhledem,0
k.6,1
"tomu,",0
že.6,0
víme.1,0
"jistě,",0
že.7,0
v.11,1
družinách,0
členů.1,0
přemyslovského,0
rodu,0
skandinávští,0
bojovníci,0
"sloužili,",0
je,0
"možné,",0
že.8,0
tyto,0
nálezy,0
zachycují,1
úspory,0
ze.1,1
"žoldu,",0
který.3,0
přemyslovská,0
správa,0
najatým,0
válečníkům,0
platila.,1
